,CarParkID,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lng
1771,SE42,BLK 512A SERANGOON NORTH AVE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.37087974,103.8751047
1772,SE43,BLK 510 SERANGOON NORTH AVE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.370494627,103.8756824
1773,SE50,BLK 238A SERANGOON AVENUE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.353901343,103.8686104
1774,SE51,BLK 257A SERANGOON CENTRAL DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.35520986,103.8723892
1775,SE52,NEXT TO BLK 226 SERANGOON AVE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.356889532,103.8716334
1776,SE53,BLK 150 SERANGOON NORTH AVE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.369378095,103.8750505
1777,SGLM,BLK 4A ST. GEORGE'S LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.322696363,103.8602441
1778,SI10,BLK 148 - 154 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.345569979,103.9571232
1779,SI11,BLK 155/162 SIMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.34517257,103.9592649
1780,SI12,BLK 163/165 SIMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.345870265,103.9589284
1781,SI13,BLK 221/235 SIMEI STREET 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.342044433,103.9572409
1782,SIM1,BLK 115 SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.343164542,103.9504538
1783,SIM2,BLK 125 SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,1.34610646,103.9539197
1784,SIM3,BLK 166 SIMEI ROAD MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.345370177,103.9581663
1785,SIM4,BLK 248 SIMEI STREET 5,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N,1.343593183,103.9535464
1786,SIM5,BLK 256A SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,1.34252729,103.9522805
1787,SIM6,BLK 168 SIMEI LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.342966455,103.9589437
1788,SK10,BLK 241A COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.390264017,103.898236
1789,SK11,BLK 226D COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.388403181,103.8994635
1790,SK12,BLK 103A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.38320148,103.900658
1791,SK13,BLK 228D COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.38817411,103.9007436
1792,SK14,BLK 142A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.389815036,103.9053373
1793,SK15,BLK 256A COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.393603843,103.8995342
1794,SK16,BLK 111A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.383729704,103.9009038
1795,SK17,BLK 248A COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.392821391,103.8987068
1796,SK18,BLK 188E RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.39467897,103.904551
1797,SK19,BLK 190C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.394773253,103.9024282
1798,SK20,BLK 191C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.394106895,103.9039143
1799,SK21,BLK 117D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.38280472,103.9031595
1800,SK22,BLK 122F RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.387224448,103.9052154
1801,SK23,BLK 121E SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.386223373,103.9060947
1802,SK24,BLK 185 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.393714384,103.9067577
1805,SK25,BLK 257 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.39292097,103.8979558
1806,SK26,BLK 259 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.393514342,103.8965586
1807,SK27,BLK 119 RIVERVALE DRIVE,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,2.15,Y,1.385116452,103.9036057
1808,SK28,BLK 203 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.387008719,103.8959008
1809,SK29,BLK 204 COMPASSVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.388022573,103.8953899
1810,SK30,BLK 260 SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.393719842,103.8958413
1811,SK31,BLK 195A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.393208223,103.9025659
1812,SK32,BLK 200 SENGKANG EAST ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.387658346,103.8921644
1813,SK33,BLK 201 SENGKANG EAST ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.388331502,103.8923997
1815,SK34,BLK 299 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.39668095,103.9019708
1816,SK35,BLK 297 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.395193571,103.8998436
1818,SK36,BLK 301 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.388853429,103.8915411
1819,SK37,BLK 303 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.387448651,103.8906087
1820,SK38,BLK 261 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.39477668,103.8946894
1821,SK39,BLK 291 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.396225748,103.8980479
1822,SK40,BLK 306 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.390446756,103.8884034
1823,SK41,BLK 305 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.388727954,103.8877762
1824,SK42,BLK 304 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.387879205,103.8893331
1825,SK43,BLK 290 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.396454582,103.8972496
1826,SK44,BLK 308 ANCHORVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.389494371,103.8863803
1827,SK45,BLK 295 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.39760052,103.8987382
1828,SK46,BLK 312 ANCHORVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.392199196,103.8851114
1829,SK47,BLK 310 ANCHORVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.390358119,103.8851823
1830,SK48,BLK 321 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.390204066,103.8915078
1831,SK49,BLK 319 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.39051302,103.8904558
1832,SK50,BLK 323 SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.393274849,103.8925612
1833,SK51,BLK 325 SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.393612513,103.8914761
1834,SK52,"BLK 318,316A-316C SK52/56 ANCHORVALE LINK",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.392328842,103.8899065
1835,SK53,"BLK 313,315A-315C SK53/57 ANCHORVALE ROAD",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.392558479,103.887374
1836,SK55,BLK 160 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.387144437,103.9077694
1837,SK58,BLK 413 FERNVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.38944472,103.878212
1838,SK59,BLK 263 COMPASSVALE STREET,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.395433668,103.8958422
1839,SK60,BLK 404 FERNVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.387759583,103.87326
1840,SK61,BLK 406 FERNVALE RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,1.38810499,103.8748573
1841,SK62,BLK 408 FERNVALE RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.388882781,103.8767195
1842,SK63,BLK 208 COMPASSVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.38404661,103.8979773
1843,SK64,BLK 269 COMPASSVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.384390987,103.8957422
1844,SK65,BLK 267 COMPASSVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.383647184,103.8970059
1845,SK66,BLK 156A RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.14,N,1.391666842,103.9069385
1846,SK67,BLK 266 COMPASSVALE BOW,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.381947898,103.8970958
1847,SK68,BLK 275 COMPASSVALE LINK,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.383065387,103.8942424
1848,SK69,BLK 437 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,8,2.15,N,1.392506225,103.876334
1849,SK70,BLK 273 COMPASSVALE LINK,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.384295703,103.8947422
1850,SK71,BLK 277 COMPASSVALE LINK,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.382077469,103.8941882
1851,SK72,BLK 272 SENGKANG CENTRAL,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,Y,1.38514135,103.8938882
1852,SK73,BLK 270 SENGKANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N,1.386111897,103.8942447
1853,SK74,BLK 439 SENGKANG WEST AVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,9,2.15,N,1.392168391,103.8775962
1854,SK75,BLK 441 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,3,2.15,N,1.391610102,103.875111
1855,SK76,BLK 210 COMPASSVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,12,2.15,N,1.385299504,103.9001179
1856,SK77,BLK 410 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,8,2.15,N,1.39031568,103.8765328
1857,SK78,BLK 443 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,2.15,N,1.391683899,103.8740703
1858,SK79,BLK 212 COMPASSVALE DRIVE,COVERED CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,2.15,N,1.386081383,103.9000334
1859,SK80,BLK 434 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,1.393921993,103.876526
1860,SK81,BLK 446 JALAN KAYU,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.392027527,103.8732758
1861,SK82,BLK 182 RIVERVALE CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.390945963,103.9093985
1863,SK83,BLK 450 SENGKANG WEST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,7,2.15,N,1.394189407,103.8734051
1865,SK84,BLK 180 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,1.389871314,103.9100192
1866,SK85,BLK 430 FERNVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.394240249,103.8781373
1867,SK86,BLK 432 SENGKANG WEST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,8,2.15,N,1.394381201,103.87716
1868,SK87,BLK 448 SENGKANG WEST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,7,2.15,N,1.393152022,103.873122
1869,SK88,BLK 451 SENGKANG WEST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.394021103,103.8741039
1870,SK89,BLK 326 ANCHORVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.394869673,103.888548
1871,SK90,BLK 332 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.394852436,103.8923579
1872,SK91,BLK 281 SENGKANG EAST AVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.385494391,103.891522
1873,SK92,BLK 279 SENGKANG EAST AVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.386158412,103.8929012
1874,SK93,BLK 453 FERNVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.393937054,103.8753818
1875,SK94,BLK 329 ANCHORVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.39636523,103.8893447
1876,SK95,BLK 334 ANCHORVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.397970335,103.8898572
1877,SK96,BLK 440 FERNVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.39291337,103.8782509
1878,SK97,BLK 350 ANCHORVALE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,3.8,N,1.392860433,103.8862412
1879,SK98,BLK 414 FERNVALE LINK,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1,2.15,N,1.389592865,103.8800802
1880,SK99,BLK 468 FERNVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.397023915,103.8785259
1883,STAM,BLK 56A STRATHMORE AVENUE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.292850191,103.8099398
1886,STM1,BLK 169A STIRLING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.0,N,1.290264277,103.8031927
1889,STM2,BLK 171A STIRLING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.2898291,103.8037024
1892,STM3,BLK 168-171 STIRLING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.289827051,103.8033265
1893,T47A,BLK 864B TAMPINES STREET 83,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.354915149,103.9350607
1894,T49A,BLK 882A TAMPINES STREET 83,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.8,N,1.351415214,103.9334184
1895,TAM1,BLK 507 TAMPINES CENTRAL 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,1.7,N,1.355179876,103.9459519
1896,TAM2,BLK 475 TAMPINES STREET 44,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,1.360293334,103.9531551
1897,TB10,BLK 38/40 TELOK BLANGAH RISE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.27240639,103.8232074
1900,TB11,BLK 42/43 TELOK BLANGAH RISE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.270612626,103.8235355
1901,TB14,BLK 113/114 DEPOT ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.281825212,103.8073453
1902,TB17,BLK 50/71 TELOK BLANGAH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.274814857,103.8130198
1903,TB18,BLK 72/74/84 TELOK BLANGAH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.276512272,103.8098117
1904,TB19,BLK 75/76 TELOK BLANGAH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.274664691,103.8087104
1905,TB22,BLK 79/80/81 TELOK BLANGAH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.273911369,103.807581
1908,TB23,DEPOT ROAD LORRY PARK,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.281342169,103.8152189
1912,TB28,BLK 45 TELOK BLANGAH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.27202504,103.809112
1914,TB4A,BLK 18 & 19 TELOK BLANGAH CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N,1.277634385,103.8224402
1915,TBC2,BLK 23A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,2.15,N,1.275743058,103.8206896
1917,TBC3,BLK 3A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.278973025,103.8176008
1920,TBCM,BLK 16A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.277489245,103.8211642
1924,TBM2,BLK 73A TELOK BLANGAH STREET 32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.275304365,103.8092233
1926,TBM3,BLK 78A TELOK BLANGAH STREET 32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.273374336,103.8089728
1929,TBM4,BLK 88A TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.277305538,103.8078117
1931,TBM5,BLK 57A TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.274998507,103.8117515
1932,TBM6,BLK 52A TELOK BLANGAH DR,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.273333001,103.8111114
1933,TBM7,BLK 70 TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.27626612,103.8108358
1936,TBMT,BLK 80 TELOK BLANGAH ST 31,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,5,2.15,N,1.273796254,103.8069013
1937,TE13,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.28322666,103.8305746
1938,TE14,BLK 140/142 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.276980582,103.8288547
1939,TE25,BLK 17/31/141/150 KAMPONG BAHRU ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.277371664,103.8307877
1940,TGM1,BLK 63A TEBAN GARDENS RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.32110993,103.7388752
